㞮	shutsu sui
赳	kyuu
赴	fu
起	ki
赿	chi tei
趁	chin
趂	chin
趄	sho
超	chou
趈	tan ken
越	etsu ochi katsu
趍	chi ji shu su
趐	ketsu kechi
趑	shi
趕	kan
趙	chou
趞	shaku saku seki jaku
趟	tou chou jou
趠	taku chou
趣	shu soku sou
趦	shi
趨	suu shu soku
趫	kyou gyou chou
趬	kyou
趯	kan
趲	san zan so
足	soku shoku suu
趵	haku hou hyou saku shaku
趷	kotsu
趹	ketsu kechi kei ke
趺	fu
趻	chin shin tan
趼	gen ken
趾	shi
跀	getsu guwachi gotsu gochi
跂	ki gi shi
跅	taku seki shaku
跆	tai dai
跇	ei tei sei zei
跈	den nen sen zen
跊	bai mai me
跋	batsu hatsu
跌	tetsu
跎	ta da
跏	ka
跑	hou byou haku
跔	ku
跕	chou
跖	seki
跗	fu bu
跙	sho jo sha so
跚	san
跛	ha hi
距	kyo
跟	kon
跡	seki shaku
跣	sen
跤	kou kyou
跥	ta
跧	sen shun son
跨	ko ka
跪	ki
跫	kyou
跬	ki kai ke
路	ro
跰	hou hei hen
跱	chi ji
跲	kou kyou kyuu
跳	chou tou
跴	sai
践	sen
跺	ta
跼	kyoku
跽	ki gi
跿	to zu
踁	kei
踄	haku baku ho bu
踅	tei setsu zechi
踆	shun son zon
踈	sho so
踉	ryou rou
踊	you
踋	kyaku
踏	tou
踐	sen
踑	ki gi
踔	tou chou
踖	seki shaku saku
踝	ka
踞	kyo ko
踟	chi
踠	en on wa
踡	ken gen
踢	teki chaku shaku
踣	hou boku hai bai
踦	ki gi
踧	shuku teki jaku
踪	shou sou
踰	yu you
踱	taku daku jaku
踳	shun sen
踴	you
踵	shou
踶	tei dai chi ji
踷	ta
踸	chin tan ten
踹	sen zen tan
踽	ku
蹀	chou jou
蹁	hen ben
蹂	juu
蹄	tei
蹇	ken
蹈	tou dou
蹉	sa
蹊	kei
蹋	tou dou
蹌	shou sou
蹍	ten den nen
蹎	ten
蹏	tei
蹐	seki
蹔	san zan
蹕	hitsu
蹙	shuku seki
蹛	tai tei dei ta
蹜	shuku suku
蹝	shi
蹞	ki
蹟	seki shaku
蹠	seki
蹡	you sou
蹢	teki jaku taku
蹣	man ban han
蹤	shou
蹩	hetsu bechi betsu
蹬	tou dou
蹭	sou shou jou
蹯	han bon fun bun
蹰	shuu
蹱	shou shu chou chu
蹲	son shun
蹴	shuu shuku
蹶	ketsu kei
蹹	tou dou
蹺	kyou
蹻	kyou kyaku gaku
蹼	boku hoku
躁	sou
躂	tatsu tachi
躃	heki
躄	heki
躅	choku taku
躇	cho chaku
躉	ton
躊	chuu
躋	sei sai
躍	yaku teki
躐	ryou
躑	teki
躒	reki ryaku raku
躓	chi
躔	ten
躕	chu ju juu
躗	ei e kai ke
躙	rin
躚	sen
躛	ei e kai ke
躝	ran tan dan
躞	shou
躡	jou
躢	tou dou
躧	shi ri sai sha
躩	kyaku kaku keki
躪	rin
身	shin ken
躬	kyuu
躭	tan
躯	ku
躰	tei tai
躱	ta
躲	ta
躳	kyuu
躺	tou
軀	ku
軁	rou ru
軃	ta
軄	shoku
軆	tei tai
軇	tou dou
車	sha kyo
軋	atsu
軌	ki
軍	gun kun
軏	getsu gachi gotsu gochi
軐	sen shin
軑	tei dai tai
軒	ken
軔	jin nin ji ni
軛	aku yaku
軜	dou nou dai nai
軟	nan zen nen
軠	jin nin
転	ten
軣	gou kou
軨	rei ryou
軫	shin
軭	kyou gou
軮	ou fuku buku
軰	hai
軱	ko ku
軷	hatsu bachi hai bai
軸	jiku
軹	shi ki shin
軺	you shou jou chou
軻	ka
軼	itsu tetsu
軽	kei kyou kin
軾	shoku shiki
軿	byou hei
輀	ji
輂	kyoku koku
較	kaku kou
輅	ro raku kaku
輇	sen zen chun ken gen
輈	chuu chu shuu shu
載	sai
輊	chi
輌	ryou
輏	yuu yu
輐	kan gan
輒	chou
輓	ban
輔	fu bu ho
輕	kei kyou
輖	shuu shu
輗	gei gi
輘	ryou rou
輙	chou
輛	ryou
輜	shi
輝	ki kun
輞	bou mou
輟	tetsu
輠	ka wa ga ge
輡	kan kon
輣	hou byou bou
輥	kon
輦	ren
輧	byou hei
輨	kan
輩	hai
輪	rin
輬	ryou
輭	zen nen nan
輮	juu nyu
輯	shuu
輳	sou
輴	chun
輵	katsu kachi atsu echi
輶	yuu yu
輷	kou
輸	yu shu
輹	fuku buku
輺	shi
輻	fuku
輾	ten den nen
輿	yo
轀	on un
轁	tou
轂	koku
轃	shin sen
轄	katsu
轅	en
轆	roku
轇	kou kyou
轉	ten
轍	tetsu
轎	kyou
轏	san zen
轑	rau rou ryou
轒	fun bun
轓	han hon
轔	rin
轕	katsu kachi kechi
轗	kan
轘	kan gen ken
轜	ji
轝	yo
轞	kan gen
轟	gou kou
轡	hi
轢	reki
轣	reki
轤	ro
轥	rin
辛	shin
辜	ko
辝	ji
辞	ji shi
辟	heki hi bi
辠	sai se zai
辡	hen ben
辣	ratsu
辤	ji
辥	setsu sechi
辦	han ben
辧	ben
辨	ben hen
辭	ji shi
辮	hen ben
辯	ben hen
辰	shin
辱	joku niku
農	nou dou
辵	chaku
辶	chaku
辸	shou nyou
边	hen
辺	hen
达	tatsu tachi tei tai
辿	ten
迀	kan
迁	sen
迂	u
迄	kitsu
迅	jin shin shun
迆	i ta da
迊	sou
迋	ou
迍	chun ton don
迎	gei
运	un
近	kin kon
迒	kou gou
迓	ga ge gyo go
返	hen han hon
迕	go
迠	shou chou
迢	chou
迣	sei tei rei
迤	i ta da
迥	kei gyou
迦	ka
迨	tai dai
迩	ji ni
迪	teki
迫	haku hyaku
迬	ou
迭	tetsu itsu
迮	saku shaku
迯	tou
述	jutsu
迱	ta da i
迴	kai e
迵	tou zu
迶	yuu u
迷	mei
迸	hou hyou hei
迹	seki shaku
迺	dai nai
迻	i
追	tsui tai
迾	retsu rechi rei
退	tai ton
送	sou
适	katsu gachi
逃	tou
逄	hou bou
逅	kou
逆	gyaku geki
逈	kei gyou
逋	ho fu
逌	yuu yu
逍	shou
逎	shuu
透	tou
逐	chiku jiku
逑	kyuu gu
逓	tei
途	to zu
逕	kei kyou
逖	teki
逗	tou zu
逘	gi ge shi ji
這	gen sha
通	tsuu tsu tou
逛	kyou kou
逝	sei setsu
逞	tei
速	soku
造	zou
逡	shun
逢	hou bu
連	ren
逥	kai e
逨	rai
逩	kamu
逪	saku
逬	hou hyou hei
逭	kan gan
逮	tai tei
逯	ryoku roku tai dai
逰	yuu yu
週	shuu
進	shin jin
逳	iku
逴	taku chaku
逵	ki
逶	i
逷	keki chaku
逸	itsu ichi
逹	tatsu dachi
逺	en on
逼	hitsu hyoku
逾	yu
逿	tou dou
遁	ton shun
遂	sui zui
遃	gen gan
遄	sen zen
遅	chi
遇	guu ku
遉	tei
遊	yuu yu
運	un
遌	gaku
遍	hen
過	ka
遏	atsu
遐	ka
遑	kou
遒	shuu
道	dou tou
達	tatsu dachi
違	i
遘	kou
遙	you
遛	ryuu
遜	son
遝	tou dou
遞	tei
遟	chi
遠	en on
遡	so
遢	tou
遣	ken
遥	you
遦	kan
遧	shou
遨	gou
適	teki seki
遬	soku
遭	sou
遮	sha
遯	ton don
遰	tei dai sei tai
遲	chi
遴	rin
遵	jun shun
遶	jou nyou
遷	sen
選	sen san
遹	itsu ichi shutsu juchi
遺	i yui
遼	ryou
遽	kyo
避	hi
邀	you
邁	bai mai
邂	kai
邃	sui
還	kan sen gen
邅	ken gen
邇	ji ni
邈	baku maku
邉	hen
邊	hen
邋	ryou rou
邌	rei rai chi ji
邎	yuu
邏	ra
邐	ri
邑	yuu ou
邕	you yu
邗	kan gan
邘	u ku
邙	bou mou
邛	kyou gu
邠	hin
邡	hou
邢	kei gyou
那	da na
邥	shin
邦	hou
邨	son
邪	ya ja sha
邯	kan
邰	tai
邱	kyuu
邲	hitsu bichi hi
邳	hi bi
邴	hei hyou
邵	shou jou
邶	hai bai
邸	tei tai
邽	kei ke
邾	chu shu
郁	iku
郃	kou gou gyou
郄	keki kyaku
郅	shitsu shichi chitsu chichi
郇	shun kan
郈	kou ku
郊	kou
郌	kei ke
郎	rou
郒	rou
郕	sei jou
郗	chi ki ke
郘	ryo ro
郙	fu
郛	fu
郜	kou koku
郝	kaku seki shaku
郞	rou
郟	kou kyou
郡	gun kun
郢	ei
郤	geki keki kyaku
郥	hai
部	bu ho hou
郫	hi bi hai bai
郭	kaku
郯	tan dan
郰	shuu shu san
郴	chin
郵	yuu
郶	bu be
郷	kyou gou
都	to tsu cho
郾	en on
郿	bi mi
鄀	jaku nyaku chaku
鄂	gaku
鄄	ken sen shin in
鄅	gu
鄆	un
鄈	ki gi
鄉	kyou gou
鄍	mei myou
鄐	chiku kiku
鄒	suu shuu
鄔	o u yo
鄕	kyou gou
鄖	un
鄗	kou gou kaku
鄘	you yu
鄙	hi
鄚	baku maku
鄜	fu roku
鄞	gin gon
鄠	ko go
鄢	en on
鄣	shou
鄥	kyou
鄧	tou dou
鄩	shin jin
鄭	tei jou
鄮	bou mo
鄯	sen zen
鄰	rin
鄱	ha ba hi bi han ban
鄲	tan ta
鄴	gyou gou
鄶	kai ke
鄷	hou
鄹	shuu shu ju
鄺	kou
鄼	san zan sa za
鄽	ten den
酃	rei ryou
酆	fuu hou
酇	san zan sa za
酈	ri reki ryaku
酉	yuu
酊	tei
酋	shuu
酌	shaku
配	hai
酎	chuu
酏	i
酒	shu
酓	en tan don kan kon
酔	sui
酖	tan chin
酗	ku
酘	tou zu
酙	shin
酚	fun
酡	ta da
酢	saku
酣	kan gan kon
酤	ko ku go
酥	so
酦	hatsu
酧	shuu
酩	mei bei
酪	raku
酫	setsu sechi
酬	shuu
酭	yuu yu
酱	shou
酲	tei
酳	in
酴	to zu
酵	kou
酶	bai me
酷	koku kaku
酸	san
酹	rai rui ratsu rachi
酺	ho bu
酻	sui
醁	ryoku roku
醂	rin ran
醃	en an on
醅	hai fuu fu
醆	san sen
醇	shun jun
醉	sui
醊	tetsu techi chii
醋	saku
醍	tei tai dai
醎	dai
醐	ko go
醑	sho
醒	sei
醓	tan ton
醔	shyuu ju
醕	shun
醖	un
醗	hatsu
醘	kou
醜	shuu
醞	un
醡	sa sha
醢	kai
醤	shou
醦	san shin sen
醨	ri
醪	rou
醫	i
醬	shou
醭	hoku
醮	shou jou
醯	kei kai
醰	tan don
醱	hatsu
醲	jou nyu dou nyou
醳	eki yaku seki shaku
醴	rei rai
醵	kyo
醶	gen ran san kan
醸	jou
醺	kun
醻	shuu ju tou dou
醼	en
醽	rei ryou
醿	bi
釀	jou
釁	kin
釂	shou
釃	shi sho so
釅	gen
釆	han ban hen
采	sai
釈	shaku eki
釉	yuu
釋	shaku seki eki
里	ri
重	chou juu
野	ya sho
量	ryou
釐	ri ki rai
金	kin kon
釓	hyuu gu
釔	itsu
釖	tou
釗	shou kyou sou
釘	tei chou
釙	haku
釚	kyuu gu
釛	koku goku
釜	fu
針	shin
釞	shuu
釟	hatsu hechi
釡	fu
釣	chou
釤	san sen
釥	shou
釦	kou ku
釧	sen
釩	han hon
釪	u
釬	kan gan
釭	kou ku
釮	sen zai
釯	bou
釰	jitsu nichi
釱	tei dai tai
釵	sa sai
釶	shi
釷	to
釹	jo
釻	kyuu gu
釼	ken
釽	heki hyaku haku
釿	kin gin
鈀	ha he
鈁	hou bou
鈄	tou zu
鈅	getsu gachi
鈆	en
鈇	fu
鈉	dou nou
鈊	shin
鈌	etsu echi kei ke ketsu kechi
鈍	don ton
鈎	kou ku
鈐	ken gen kan gon shin
鈑	han
鈒	sou shuu kyuu kou
鈓	jin
鈔	shou byou
鈕	chuu juu
鈖	fun
鈘	gi ki
鈜	kou ou
鈝	in
鈞	kin
鈣	kai
鈤	jitsu
鈥	ka
鈦	ta
鈨	habaki
鈩	ro
鈬	taku
鈮	dei nai
鈯	totsu dochi
鈰	shi ji
鈳	a ka
鈴	rei rin ryou
鈵	hei hyou
鈶	shi ji i tai
鈷	ko ku go
鈸	hatsu bachi
鈹	hi
鈺	gyoku goku
鈼	saku zaku
鈾	chuu yuu
鈿	ten den
鉀	kou kyou gou
鉂	shi
鉃	shi ji soku
鉄	tetsu
鉅	kyo
鉆	ten ken gen chitsu
鉇	shi
鉈	sha ta
鉉	ken
鉊	shou
鉋	hou
鉍	hi hitsu hichi
鉎	sou shou sei
鉏	sho zo so
鉐	seki soku jaku
鉑	haku baku
鉗	kan ken
鉘	futsu buchi
鉙	tai
鉚	ryuu ru
鉛	en
鉜	fuu bu hou
鉝	ryuu
鉞	etsu
鉠	ei you
鉡	han ban
鉢	hachi hatsu
鉤	kou ku
鉥	shutsu juchi shuchi
鉦	sei shou
鉧	bou
鉨	dei nai
鉩	jou nou
鉮	shin
鉯	i
鉰	shi
鉱	kou
鉵	tou zu
鉶	kei gyou
鉷	kou gu
鉸	kou kyou
鉹	shi i
鉻	raku kaku kyaku
鉼	hei
鉽	shuku shiki
鉾	bou mu
鉿	kou kyou
銀	gin gon
銃	juu shuu
銅	dou tou
銈	tei
銉	itsu ichi
銊	shutsu shuchi
銍	chitsu chichi shitsu shichi
銎	kyou ku
銑	sen
銒	kei gyou kou ken
銓	sen
銕	tetsu
銖	shu ju
銗	kou gu
銘	mei myou
銙	kai ke
銚	you chou
銛	sen
銜	kan gan
銟	sa sha
銠	rou
銤	bei
銥	i
銧	kou
銨	an
銫	shoku
銭	sen zen
銲	kan gan
銳	ei tai
銶	kyuu gu
銷	shou
銸	shou jou nou
銹	shuu
銺	sou zou
銻	tei dai
銼	sa za soku zoku
銽	katsu kachi
銿	shou shu you yu
鋀	tou zu
鋁	ryo ro
鋂	bai mai bou myou
鋃	rou
鋅	shi shin
鋆	in
鋇	hai
鋈	yoku oku waku
鋋	sen zen en
鋌	tei jou
鋍	hotsu bochi
鋎	kan gen
鋏	kyou
鋐	kou ou
鋒	hou
鋓	ten
鋕	shi
鋗	ken gen sen zen
鋘	ka ge ko go
鋙	gyo go
鋜	saku zaku
鋝	retsu rechi setsu sechi
鋟	sen chin
鋠	shin jin
鋡	kan gon
鋣	ya
鋤	jo so
鋥	tou jou
鋧	ken gen
鋨	tetsu
鋩	bou mou
鋪	ho fu
鋬	han
鋭	ei tai
鋮	sei
鋰	ri
鋳	chuu
鋸	kyo ko
鋹	chou
鋺	en
鋻	ken
鋼	kou
鋿	shou jou
錀	rin fun
錂	ryou
錄	roku ryo
錆	sei shou
錈	ken gan
錍	hi hei hai
錏	a e
錐	sui
錑	rai re rei
錔	tou
錕	kon zen nen
錘	tsui sui
錙	shi
錚	sou
錜	jou nyou
錝	sou su
錞	shun jun ton tai zui
錟	tan dan sen zen
錠	jou tei
錡	ki gi
錢	sen
錣	tei tetsu
錤	ki gi
錥	iku
錦	kin
錧	kan
錨	byou
錩	shou
錪	ten
錫	seki shaku shi
錬	ren
錮	ko
錯	saku so
録	roku ryo
錳	mou
錴	roku
錶	hyou
錷	atsu
錻	bu
鍄	kei
鍇	kai
鍈	ei you
鍉	tei tai dai
鍊	ren
鍋	ka
鍍	to
鍐	sou su
鍑	fuu fu fuku
鍒	juu nyu
鍔	gaku
鍕	kun
鍖	chin
鍗	tei dai
鍘	satsu zechi
鍚	you
鍛	tan
鍜	ka ge
鍞	kou kyou tei
鍠	kou
鍤	sou shou chou
鍥	ketsu kechi kei
鍧	kou
鍩	ten
鍪	bou mu mo
鍬	shuu shou
鍭	kou gu
鍮	chuu tou
鍯	sou su bou mu
鍰	kan gen en
鍱	you shou
鍳	kan
鍴	tan
鍵	ken
鍶	shou shu shi
鍺	ta
鍼	shin
鍽	hen
鍾	shou
鍿	shi
鎀	shuu shu
鎁	ya
鎂	bi
鎈	sa sha
鎊	hau hou
鎋	katsu
鎌	ren
鎍	saku shaku
鎏	ryuu ru
鎐	soku you
鎒	dou juku
鎔	you
鎕	tou dou
鎖	sa
鎗	sou shou
鎘	reki ryaku kaku
鎚	tsui tai
鎛	haku
鎞	hei hai hi bi
鎡	shi ji
鎣	ei you kei gyou
鎤	kou
鎦	ryuu ru
鎧	gai kai
鎨	shun
鎩	sai satsu sechi
鎫	ban
鎬	kou
鎭	chin ten
鎮	chin ten
鎰	itsu
鎴	soku
鎵	ka
鎶	ka
鏁	sa
鏃	zoku soku
鏄	tan dan
鏅	shyuu shu
鏆	kan
鏇	sen zen
鏈	ren ten
鏉	shyuu shu sou soku
鏊	gyou gou
鏋	ban man
鏌	baku maku
鏍	ra
鏐	ryuu
鏑	teki
鏓	sou su bou mu
鏖	ou
鏗	kou kyou
鏘	shou sou
鏙	sai sui
鏛	shou jou
鏜	tou
鏝	man
鏞	you yu
鏟	san sen
鏡	kyou kei
鏢	hyou
鏤	rou ru
鏥	shuu
鏦	shou shu sou
鏧	rou
鏨	san zan
鏷	hoku boku
鏸	tei e sei zei ei
鏹	kyou kou
鏺	hatsu hachi
鏻	rin rei ryou
鏽	shuu
鐁	shi
鐂	ryuu ru
鐃	dou
鐄	kou ou
鐇	han bon
鐈	kyou gyou
鐉	sen ten
鐍	tetsu techi itsu ichi
鐎	shou jou shuu shu
鐏	son zon san
鐐	ryou
鐓	tai
鐔	shin jin
鐕	san
鐖	ki ke ge gai
鐗	kan ken
鐘	shou
鐙	tou
鐚	a
鐟	tei
鐡	tetsu techi
鐫	sen
鐮	ren
鐯	shaku chaku jiiyaku
鐱	sen ken gen
鐲	taku daku shoku zoku
鐳	rai
鐴	heki hiyaku hei bei
鐵	tetsu techi
鐶	kan
鐸	taku
鐺	tou sou
鐻	kyo go ko
鐽	tatsu
鐿	i
鑁	ban
鑃	chou
鑄	chuu
鑅	kou
鑈	gei nai shi ni jou nyou
鑊	kaku waku
鑌	hin
鑑	kan
鑒	kan
鑕	shitsu shichi
鑙	kei
鑚	san
鑛	kou
鑜	shou
鑞	rou
鑟	toku doku
鑠	shaku
鑡	saku
鑢	ryo ro
鑣	hyou
鑨	rou ru
鑪	ro
鑫	kin kon kun
鑭	ran
鑮	haku baku
鑯	sen shin
鑰	yaku
鑱	san zen
鑲	jou shou nyou sou
鑵	kan
鑷	jou
鑼	ra
鑽	san
鑾	ran
鑿	saku sou
钁	kaku
钃	shoku zoku choku toku
钄	ran
铇	hou
铓	bou mou
铔	a e
铦	sen
锺	shou
锽	kou
镠	ryuu
镮	kan
镴	rou
長	chou
镸	chou
镹	kyuu ku
镾	bi mi
門	mon bon
閂	san sen
閃	sen
閄	koku waku
閇	hei
閈	kan gan
閉	hei hetsu
開	kai
閌	kou
閍	hou hyou ben men
閎	kou ou
閏	jun
閑	kan ken
間	kan ken
閔	bin min
閘	kou
閙	tou dou
閝	rei ryou
閞	hen ben han bon
閟	hi
閡	gai kai koku
関	kan ken wan
閣	kaku
閤	kou
閥	batsu hatsu
閦	shuku
閧	kou
閨	kei ke
閩	ben min bun mon
閫	kon
閬	rou tou dou ryou
閭	ro ryo
閱	etsu
閲	etsu
閴	keki
閶	shou tou
閹	en
閺	ben min
閻	en sen
閼	a yo en
閽	kon
閾	yoku iki kyoku
閿	bun
闃	geki kyaku
闆	han hen
闇	an on
闈	i ki
闉	in en
闊	katsu
闋	ketsu kechi kei ke
闌	ran
闍	to ja
闐	ten den ki
闑	getsu gechi kei ki
闒	tou dou rou
闓	kai
闔	kou
闕	ketsu
闖	chin
闗	kan wan
闘	tou
闙	kei
闚	ki
關	kan wan
闝	hyou byou
闞	kan ken
闟	kyuu kou shuu tou dou
闠	kai gai ki gi
闡	sen
闢	heki byaku
闤	kan gen wan en
闥	tatsu
闦	gon
阇	to ja
阜	fu
阞	roku
阡	sen
阢	gotsu gochi gi
阤	chi ji shi ta da
阥	in
阦	you
阨	aku yaku ai
阪	han
阬	kou kyou
阮	gen
阯	shi
阱	sei jou
防	bou hou
阳	you
阷	tei chou
阸	aku yaku ai a
阺	kyo ko
阻	so sho
阼	so zo saku zaku
阽	en ten
阿	a
陀	da ta
陁	ta da chi ji i
陂	ha hi
附	fu hou
陋	rou
陌	haku baku
降	kou
陏	ta da zui
限	gen kan
陒	ki
陔	gai kai ke
陖	kai gai
陗	shou
陘	kei gyou kyou
陛	hei
陜	kou kyou gyou
陝	sen
陞	shou
陟	choku toku
陡	tou tsu
院	in
陣	jin chin
除	jo ji
陥	kan ken
陦	tou
陪	bai hai
陬	suu sou shuu
陮	tai te
陰	in on an
陲	sui
陳	chin jin
陴	hi bi hai bai
陵	ryou
陶	tou you
陷	kan
陸	riku roku
険	ken
陻	in shu ju tou zu
陼	sho to tsu zu
陽	you
陾	jou nyou ji ni
陿	kyou
隁	en
隂	in
隃	shu yu you
隄	tei tai shi ji
隅	guu gu
隆	ryuu
隈	wai e
隉	getsu gechi
隊	tai tsui
隋	ta da zui
隍	kou
階	kai
随	zui sui
隐	in on
隑	kai gai ki ge
隔	kaku
隕	in en
隖	o u
隗	kai gai ki
隘	ai yaku
隙	geki keki kyaku
隚	tou dou
際	sai
障	shou
隝	tou chou
隟	geki keki
隠	in on
隣	rin
隤	tai zui ta
隥	tou saka
隦	hei hi bi
隧	sui tsui tai
隨	zui sui
隩	ou iku
險	ken
隮	sei sai
隯	tou
隰	shitsu shuu
隱	in on
隲	shitsu choku
隳	ki
隴	rou ryou
隶	tai dai i
隷	rei
隸	rei i
隹	sui sai
隺	koku goku kaku
隻	seki
隼	jun shun
雀	jaku saku
雁	gan
雄	yuu
雅	ga a
集	shuu juu
雇	ko
雈	kan gan
雉	chi ji
雊	kou ku
雋	sen shun
雌	shi
雍	you yu
雎	sho
雑	zatsu zou
雒	raku
雕	chou
雖	sui
雘	waku ko go
雙	sou
雚	kan
雛	suu
雜	zatsu zou
雝	you yu
雞	kei
雟	kei ki
離	ri
難	nan
雨	u
雩	u ku kyo ko
雪	setsu
雫	da dan
雯	bun mon
雰	fun
雱	hou
雲	un
零	rei
雷	rai rui
雹	haku hoku
雺	mu
電	den ten
需	ju
霂	boku moku
霃	chin jin
霄	shou
霅	shou sou gyou
霆	tei
震	shin
霈	hai
霉	bai me
霊	rei ryou
霍	kaku
霎	sou shou
霏	hi
霑	ten
霓	gei
霖	rin
霙	ei you
霚	bou bu mu
霛	rei ryou
霜	sou
霝	rei ryou
霞	ka ge
霡	baku myaku beki
霢	baku myaku beki
霣	in kon un
霤	ryuu
霧	mu bu
霨	i
霪	in
霰	san sen
霱	itsu ichi
露	ro
霳	ryuu ryu
霸	haku hyaku ha
霹	heki hyaku
霽	sei sai
霾	bai
靁	rai
靂	reki ryaku
靃	kaku sui
靄	ai
靆	tai
靈	rei ryou
靉	ai
靊	fuu fu
靎	kaku
靏	kaku
靑	sei shou
青	sei shou
靕	shin
靖	sei jou
靗	tei chou
静	sei jou
靚	sei shou
靛	ten den
靜	sei jou
非	hi
靠	kou
靡	hi bi mi
面	men ben
靣	men ben
靤	hou
靦	ten
靧	kai ke
靨	you
革	kaku kyoku
靪	tei chou dai
靫	sai sa
靭	jin
靮	teki chaku
靱	jin
靳	kin kon
靴	ka
靶	ha
靷	in chin jin
靸	sou shuu
靹	ketsu
靺	matsu batsu
靻	so tatsu
靼	tan tatsu
靽	ban han
靿	ou you
鞀	tou dou
鞁	hi bi
鞄	hou haku
鞅	ou you
鞉	tou dou
鞋	ai kai
鞍	an
鞏	kyou
鞕	gou gyou
鞖	sai
鞗	tou dou
鞘	sou shou
鞙	ken gen
鞚	kou ku
鞜	tou
鞞	hei hyou hi bi bai
鞟	kaku
鞠	kiku kyou
鞢	shou tou jou
鞣	juu
鞦	shuu
鞨	katsu gachi setsu
鞫	kiku
鞬	ken kon gon
鞭	hen ben
鞮	tei tai dai
鞱	tou
鞲	kou ku
鞳	tou
鞴	fuku hi bi
鞵	ai kai
鞶	han ban
鞸	hitsu hichi hei hyou
鞹	kaku
鞺	tou
鞼	ki gi kai ke e wai
鞾	ka
鞿	ki ke
韁	kyou kou
韃	datsu tatsu
韄	aku yaku kaku gyaku
韅	ken
韆	sen
韇	toku doku
韈	betsu batsu
韉	sen
韊	ran ren
韋	i
韌	jin nin
韍	futsu fuchi hi
韎	bai mai batsu
韐	kou kyou
韑	i
韓	kan
韔	chou ryou
韗	un kun ken kan
韘	shou
韙	i
韛	hai bai fuku buku
韜	tou
韝	kou ku
韞	on un
韠	hitsu hichi
韤	batsu machi betsu
韭	kyuu ku
韮	kyou ku
韯	sen
韱	sen
韲	sei sai
音	on in
韴	sou zou
韵	in un
韶	shou jou
韷	raku ryaku
韸	hou bo fuu fu
韺	ei you
韻	in un
響	kyou
頁	ketsu you kechi
頂	chou tei
頃	kei kyou ki
項	kou gou
順	jun shun
頇	kan gan gatsu gachi
須	shu su
頉	i
頊	kyoku koku gyoku goku
頌	shou ju you
頍	gi ki ken
頎	ki ge kin kon
頏	kou
預	yo
頑	gan gen
頒	han fun
頓	ton totsu
頔	teki jaku
頖	han
頗	ha
領	ryou rei
頙	saku shaku shin
頚	kei
頜	kan gon gan kou
頞	atsu achi an
頠	gai gi
頡	kitsu katsu ketsu
頣	shin
頤	i
頥	i
頦	kai gai
頫	fu ban man
頬	kyou
頭	tou zu to
頮	kai ke
頯	kai kyuu gu
頰	kyou
頲	tei chou
頳	tei chou
頴	ei
頵	in kin gin
頷	kan gan
頸	kei
頹	tai ta
頻	hin bin
頼	rai
頽	tai ta
頾	shi
顄	kan gon
顆	ka
顇	sui zui shutsu juu
顊	i
顋	sai
題	dai
額	gaku gyaku
顎	gaku
顏	gan gen
顑	kan kon ken gan gen
顒	gyou gu
顓	sen
顔	gan gen
顕	ken gen
顖	shin shi
顗	gi ge gai
願	gan gen
顙	sou
顚	ten
顛	ten
類	rui rai
顢	ban man
顣	shuku seki shaku
顥	kou gou
顦	shou jou
顧	ko
顪	kai ke
顫	sen
顬	ju nyu
顯	ken gen
顰	hin bin
顱	ro
顳	shou jou
顴	kan ken
颕	ei
風	fuu fu
颫	fu
颭	sen
颮	hyou
颯	satsu sou
颰	hatsu hochi bachi futsu buchi
颱	tai
颳	katsu
颴	sen zen
颶	ku gu
颷	hyou
颸	shi
颺	you
颻	you
颿	han bon hen
飂	ryuu ru riku roku
飃	hyou
飄	hyou
飅	ryuu ru
飆	hyou
飇	hyou
飈	hyou
飌	fuu fu
飛	hi
飜	hon han
食	shoku shi jiki
飡	san son
飢	ki
飣	tei chou
飥	taku
飦	ken kon sen kan
飧	son
飩	ton don chun
飪	jin nin
飫	yo o
飭	choku chiki
飮	in on
飯	han bon
飰	han
飲	in on
飳	shu chu tou tsu
飴	i shi
飶	hitsu bichi hetsu bechi
飼	shi ji
飽	hou
飾	shoku
餁	jin nin
餂	ten den
餃	kou kyou
餅	hei hyou
餇	to zu
餈	shi ji
餉	shou
養	you
餌	ji
餐	san son
餑	hotsu bochi
餒	dai
餓	ga
餔	ho fu
餕	shun sen zen
餖	tou zu
餗	soku saku
餘	yo
餚	kou gyou gou
餛	kon gon
餜	ka
餝	shoku choku
餞	sen zen
餟	tetsu techi tei
餠	hei hyou
餡	kan an
餢	hou bu
餤	tan
餦	chou
餧	dai
館	kan
餫	un kon gon
餬	ko
餮	tetsu ten den
餱	kou gu
餲	ei atsu achi ai
餳	tou dou sei
餴	fun
餵	dai
餹	tou dou
餺	haku
餻	kou
餼	ki ke
餽	ki
餾	ryuu
饀	tou
饁	you ou kou
饂	un
饅	man ban
饆	hitsu hichi
饇	yo o u ou
饈	shuu shu
饉	kin
饊	san
饋	ki gi
饌	sen zen
饍	zen sen
饎	shi ki
饐	i etsu
饑	ki
饒	jou nyou
饔	you yu
饕	tou
饗	kyou
饘	sen
饙	fun
饛	bou mu
饜	en
饞	san zen
饟	shou
饠	ra
馓	san
首	shu shuu
馗	ki
馘	kaku
香	kou kyou
馛	hatsu bachi hetsu hechi
馝	hitsu bichi hetsu bechi
馟	to zu
馥	fuku hyoku
馦	ken
